date,price
2015-05-07 15:01:58,41581
2015-05-07 19:01:57,38862
2015-05-07 23:01:58,35867
2015-05-08 03:01:57,38395
2015-05-08 07:01:57,41852
2015-05-08 11:01:57,41531
2015-05-08 15:01:57,36831
2015-05-08 19:01:57,38391
2015-05-08 23:01:57,40984
2015-05-09 03:01:58,37927
2015-05-09 07:01:58,36496
2015-05-09 11:02:03,40970
2015-05-09 15:01:57,38569
2015-05-09 19:01:57,37630
2015-05-09 23:01:57,41959
2015-05-10 03:02:03,39587
2015-05-10 07:01:56,35777
2015-05-10 11:02:05,39955
2015-05-10 15:01:57,41011
2015-05-10 19:01:57,36644
2015-05-10 23:01:57,40328
2015-05-11 03:01:56,43911
2015-05-11 07:01:58,45241
2015-05-11 11:01:58,41609
2015-05-11 15:01:57,36880
2015-05-11 19:01:57,39331
2015-05-11 23:01:57,41987
2015-05-12 03:01:58,39277
2015-05-12 07:01:56,37464
2015-05-12 11:03:08,41547
2015-05-12 15:03:03,42678
2015-05-12 19:01:57,37828
2015-05-12 23:02:03,39693
2015-05-13 06:42:03,42274
2015-05-13 10:41:57,44070
2015-05-13 14:42:03,39986
2015-05-13 18:41:57,38056
2015-05-13 22:41:58,40737
2015-05-14 02:41:58,39557
2015-05-14 06:41:58,39656
2015-05-14 10:41:58,40112
2015-05-14 14:41:57,39403
2015-05-14 18:41:58,39777
2015-05-14 22:41:57,39395
2015-05-15 02:42:02,38831
2015-05-15 06:41:58,39840
2015-05-15 10:43:02,40221
2015-05-15 14:42:00,39101
2015-05-15 18:41:58,39004
2015-05-15 22:41:58,39154
2015-05-16 02:42:02,39312
2015-05-16 06:42:00,40340
2015-05-16 10:41:57,39602
2015-05-16 14:41:56,39987
2015-05-16 18:42:01,39494
2015-05-16 23:47:44,39487
2015-05-17 03:42:03,37349
2015-05-17 07:42:00,40318
2015-05-17 11:42:01,40100
2015-05-17 15:41:59,39220
2015-05-17 19:41:57,40353
2015-05-17 23:41:56,38266
2015-05-18 03:41:59,38616
2015-05-18 07:42:00,40911
2015-05-18 11:42:04,40672
2015-05-18 15:47:45,39286
2015-05-18 19:42:05,40818
2015-05-18 23:42:03,39048
2015-05-19 03:41:57,37768
2015-05-19 07:41:57,41719
2015-05-19 11:41:58,42307
2015-05-19 15:42:01,39046
2015-05-19 19:42:14,40366
2015-05-19 23:41:56,39666
2015-05-20 03:42:02,40037
2015-05-20 07:42:00,41126
2015-05-20 11:41:59,40903
2015-05-20 15:42:04,40288
2015-05-20 19:41:58,39776
2015-05-20 23:41:58,40454
2015-05-21 03:41:56,39762
2015-05-21 07:42:05,41468
2015-05-21 11:42:27,41531
2015-05-21 15:38:21,40350
2015-05-21 19:31:59,41157
2015-05-21 23:31:57,40446
2015-05-22 03:31:58,40074
2015-05-22 07:31:57,41673
2015-05-22 11:32:03,41557
2015-05-22 15:32:01,40822
2015-05-22 19:31:58,40358
2015-05-22 23:32:00,40038
2015-05-23 03:32:03,40953
2015-05-23 07:32:06,41936
2015-05-23 11:32:18,40577
2015-05-23 15:32:19,40355
2015-05-23 19:32:20,40537
2015-05-23 23:32:19,40355
2015-05-24 03:32:19,40017
2015-05-24 07:32:19,41422
2015-05-24 11:32:21,41698
2015-05-24 15:32:22,39975
2015-05-24 19:32:24,41607
2015-05-24 23:32:23,39867
2015-05-25 03:32:24,39765
2015-05-25 07:32:24,41719
2015-05-25 11:32:24,41027
2015-05-25 15:32:24,44431
2015-05-25 19:32:24,44388
2015-05-25 23:32:24,39383
2015-05-26 03:32:23,40463
2015-05-26 07:32:24,45242
2015-05-26 11:32:50,47067
2015-05-26 15:32:28,42113
2015-05-26 19:32:27,41590
2015-05-26 23:32:29,43137
2015-05-27 03:32:32,42401
2015-05-27 07:32:28,43319
2015-05-27 11:32:34,44470
2015-05-27 15:32:35,41845
2015-05-27 19:32:36,42241
2015-05-27 23:32:35,42473
2015-05-28 03:32:36,41936
2015-05-28 07:32:37,42917
2015-05-28 11:32:38,42888
2015-05-28 15:32:41,43175
2015-05-28 19:32:49,41391
2015-05-28 23:32:42,42504
2015-05-29 03:32:43,41185
2015-05-29 07:32:43,42793
2015-05-29 11:32:46,42270
2015-05-29 15:32:43,40940
2015-05-29 19:32:46,40881
2015-05-29 23:32:47,41344
2015-05-30 03:32:52,41103
2015-05-30 07:32:50,42862
2015-05-30 11:32:57,41691
2015-05-30 15:32:51,41285
2015-05-30 19:32:55,41102
2015-05-30 23:32:55,41267
2015-05-31 03:32:57,41365
2015-05-31 07:33:04,42414
2015-05-31 11:33:00,41776
2015-05-31 15:33:04,41749
2015-05-31 19:33:10,41837
2015-05-31 23:33:16,41748
2015-06-01 03:33:18,41005
2015-06-01 07:33:19,42929
2015-06-01 11:33:25,43368
2015-06-01 15:33:34,41079
2015-06-01 19:34:05,41702
2015-06-01 23:31:57,41689
2015-06-02 03:31:56,40859
2015-06-02 07:31:56,43025
2015-06-02 11:31:56,44134
2015-06-02 15:31:57,41312
2015-06-02 19:31:57,42279
2015-06-02 23:31:58,41929
2015-06-03 03:27:43,41336
2015-06-03 07:21:57,43215
2015-06-03 11:21:57,43852
2015-06-03 15:21:57,42206
2015-06-03 19:21:56,42394
2015-06-03 23:21:59,42223
2015-06-04 03:21:56,42119
2015-06-04 07:21:56,43342
2015-06-04 11:21:57,43427
2015-06-04 15:21:58,42432
2015-06-04 19:21:58,42759
2015-06-04 23:21:56,42312
2015-06-05 03:22:08,42047
2015-06-05 07:22:03,43699
2015-06-05 11:21:56,43946
2015-06-05 15:21:58,41623
2015-06-05 19:21:56,43442
2015-06-05 23:21:56,42580
2015-06-06 03:21:57,42797
2015-06-06 07:21:57,44199
2015-06-06 11:21:56,43204
2015-06-06 15:27:39,42301
2015-06-06 19:21:56,43326
2015-06-06 23:21:59,42861
2015-06-07 03:21:58,43490
2015-06-07 07:21:59,44357
2015-06-07 11:22:03,43583
2015-06-07 15:21:58,43523
2015-06-07 19:21:58,44575
2015-06-07 23:21:58,44396
2015-06-08 03:21:57,41867
2015-06-08 07:21:58,44814
2015-06-08 11:22:03,45604
2015-06-08 15:22:02,43687
2015-06-08 19:21:57,44362
2015-06-08 23:21:57,44133
2015-06-09 03:21:56,41467
2015-06-09 07:21:56,45481
2015-06-09 11:21:57,47708
2015-06-09 15:21:57,44000
2015-06-09 19:22:03,44880
2015-06-09 23:21:59,45071
2015-06-10 03:27:40,43392
2015-06-10 07:21:57,45192
2015-06-10 11:21:58,47434
2015-06-10 15:21:57,45015
2015-06-10 19:21:58,45635
2015-06-10 23:27:36,45486
2015-06-11 03:21:59,44097
2015-06-11 07:22:01,46592
2015-06-11 11:21:57,46861
2015-06-11 15:21:57,45137
2015-06-11 19:21:58,46280
2015-06-11 23:21:56,46041
2015-06-12 03:21:56,44282
2015-06-12 07:21:56,47283
2015-06-12 11:21:58,49523
2015-06-12 15:22:02,45128
2015-06-12 19:21:58,46120
2015-06-12 23:21:56,46067
2015-06-14 19:13:36,47069
2015-06-14 23:11:56,47224
2015-06-15 03:11:58,45179
2015-06-15 07:11:56,48426
2015-06-15 11:11:57,50763
2015-06-15 15:11:57,46371
2015-06-15 19:11:56,48092
2015-06-15 23:12:02,47691
2015-06-16 03:11:57,46841
2015-06-16 07:11:26,48697
2015-06-16 11:11:56,49246
2015-06-16 15:11:57,47114
2015-06-16 19:11:58,49956
2015-06-16 23:11:57,46693
2015-06-17 03:11:57,47519
2015-06-17 07:11:58,49636
2015-06-17 11:11:57,50108
2015-06-17 15:12:04,48043
2015-06-17 19:12:01,49355
2015-06-17 23:11:56,49397
2015-06-18 03:11:56,47678
2015-06-18 07:12:02,51018
2015-06-18 11:11:58,51470
2015-06-18 15:11:57,49050
2015-06-18 19:11:57,49856
2015-06-18 23:12:04,49289
2015-06-19 03:11:57,49838
2015-06-19 07:11:58,51663
2015-06-19 11:11:57,50144
2015-06-19 15:11:58,49152
2015-06-19 19:11:57,51947
2015-06-19 23:11:55,47604
2015-06-20 15:42:40,49911
2015-06-20 19:41:57,49717
2015-06-20 23:41:57,49936
2015-06-21 03:41:56,49832
2015-06-21 07:41:57,51595
2015-06-21 11:41:57,50446
2015-06-21 15:41:57,50765
2015-06-21 19:42:02,50174
2015-06-21 23:41:58,49754
2015-06-22 03:42:03,50247
2015-06-22 07:42:01,52787
2015-06-22 11:41:56,53801
2015-06-22 15:42:03,50413
2015-06-22 19:42:02,52000
2015-06-22 23:42:02,52740
2015-06-23 03:42:02,47842
2015-06-23 07:41:57,52746
2015-06-23 11:43:05,57406
2015-06-23 15:43:02,54896
2015-06-23 19:42:00,54341
2015-06-24 15:00:47,52826
2015-06-24 19:01:53,56303
2015-06-24 23:01:54,54762
2015-06-25 03:01:52,48541
2015-06-25 07:01:54,48741
2015-06-25 11:01:55,54817
2015-06-25 15:01:53,54740
2015-06-25 19:01:55,49156
2015-06-25 23:01:48,51864
2015-06-27 15:43:32,49065
2015-06-27 19:41:55,50444
2015-06-27 23:41:55,49228
2015-06-28 03:41:55,45931
2015-06-28 07:41:54,50163
2015-06-28 11:41:56,51062
2015-06-28 15:41:55,48234
2015-06-28 19:41:50,50225
2015-06-28 23:41:54,48120
2015-06-29 03:41:54,47072
2015-06-29 07:41:49,50518
2015-06-29 11:41:55,50992
2015-06-29 15:41:55,47836
2015-06-29 19:41:55,49868
2015-06-29 23:41:48,48151
2015-06-30 03:41:54,46657
2015-06-30 07:41:55,49523
2015-06-30 11:43:02,49055
2015-06-30 15:42:55,48103
2015-06-30 19:41:55,47645
2015-06-30 23:41:50,48982
2015-07-01 05:07:15,47500
2015-07-01 09:01:53,48545
2015-07-01 13:01:54,48809
2015-07-01 17:01:54,47191
2015-07-01 21:01:54,48468
2015-07-02 01:03:03,47129
2015-07-02 05:01:54,46861
2015-07-02 09:01:55,49399
2015-07-02 13:01:48,48537
2015-07-02 17:01:56,47332
2015-07-02 21:01:53,49615
2015-07-03 01:01:55,45170
2015-07-03 05:01:56,45305
2015-07-03 09:01:54,50251
2015-07-03 13:01:55,49327
2015-07-03 17:01:54,45809
2015-07-03 21:01:54,49227
2015-07-04 01:01:54,47251
2015-07-04 05:01:54,45460
2015-07-04 09:01:55,48787
2015-07-04 13:01:55,48428
2015-07-04 17:01:55,46500
2015-07-04 21:01:52,48192
2015-07-05 01:01:55,46956
2015-07-05 05:01:55,46758
2015-07-05 09:01:55,48552
2015-07-05 13:01:54,47603
2015-07-05 17:01:49,47463
2015-07-05 21:01:55,47811
2015-07-06 01:01:48,46747
2015-07-06 05:01:55,46853
2015-07-06 09:01:55,49047
2015-07-06 13:01:55,48063
2015-07-06 17:01:55,47714
2015-07-06 21:01:55,46917
2015-07-07 01:01:55,47308
2015-07-07 05:01:55,46324
2015-07-07 09:01:55,48447
2015-07-07 13:01:55,47807
2015-07-07 17:01:55,47028
2015-07-07 21:01:55,47766
2015-07-08 03:43:17,46013
2015-07-08 07:41:49,48044
2015-07-08 11:41:57,48777
2015-07-08 15:41:54,46658
2015-07-08 19:41:54,46674
2015-07-08 23:41:55,46826
2015-07-09 03:41:54,46083
2015-07-09 07:41:54,48033
2015-07-09 11:41:54,48329
2015-07-09 15:41:55,46520
2015-07-09 19:41:55,46998
2015-07-09 23:41:54,47499
2015-07-10 03:41:55,45351
2015-07-10 07:41:56,48034
2015-07-10 11:41:58,48979
2015-07-10 15:41:56,46628
2015-07-10 19:41:56,47513
2015-07-10 23:41:56,47688
2015-07-11 03:41:56,45366
2015-07-11 07:41:55,48124
2015-07-11 11:41:56,48022
2015-07-11 15:41:49,46474
2015-07-11 19:41:56,47041
2015-07-11 23:41:56,46811
2015-07-12 03:41:55,46792
2015-07-12 07:41:56,46952
2015-07-12 11:41:58,49424
2015-07-12 15:41:55,45738
2015-07-12 19:41:56,47875
2015-07-12 23:41:56,47193
2015-07-13 03:41:57,44963
2015-07-13 07:41:55,47973
2015-07-13 11:41:50,49019
2015-07-13 15:41:55,46617
2015-07-13 19:41:54,47083
2015-07-13 23:41:56,46793
2015-07-14 03:41:49,45867
2015-07-14 07:41:56,47689
2015-07-14 11:41:57,47816
2015-07-14 15:41:56,47017
2015-07-14 19:41:56,47838
2015-07-14 23:42:01,46267
2015-07-15 03:41:55,45611
2015-07-15 07:41:56,47490
2015-07-15 11:41:57,48328
2015-07-15 15:41:55,46509
2015-07-15 19:41:56,46945
2015-07-15 23:41:56,47342
2015-07-16 15:41:59,46728
2015-07-16 19:41:55,46936
2015-07-16 23:41:55,46369
2015-07-17 03:41:52,46237
2015-07-17 07:41:56,47904
2015-07-17 11:41:55,47922
2015-07-17 15:41:57,46616
2015-07-17 19:41:57,46508
2015-07-17 23:41:55,46936
2015-07-18 03:41:57,46130
2015-07-18 07:41:57,47113
2015-07-18 11:41:57,47416
2015-07-18 15:41:57,46136
2015-07-18 19:41:57,47031
2015-07-18 23:41:57,46980
2015-07-19 03:41:57,46081
2015-07-19 07:41:56,47227
2015-07-19 11:41:57,47171
2015-07-19 15:41:57,46498
2015-07-19 19:41:57,47220
2015-07-19 23:41:53,46382
2015-07-20 03:41:58,46066
2015-07-20 07:41:57,47764
2015-07-20 11:41:56,47768
2015-07-20 15:41:57,46596
2015-07-20 19:41:57,47039
2015-07-20 23:41:56,47682
2015-07-21 03:41:58,45100
2015-07-21 07:41:51,48156
2015-07-21 11:41:59,48364
2015-07-21 15:41:57,46802
2015-07-21 19:41:57,47054
2015-07-21 23:41:56,46961
2015-07-22 03:41:57,46309
2015-07-22 07:41:58,47673
2015-07-22 11:41:55,48766
2015-07-22 15:41:56,48031
2015-07-22 19:41:57,46646
2015-07-22 23:41:57,47523
2015-07-23 03:43:01,46715
2015-07-23 07:41:58,47680
2015-07-23 11:41:59,48029
2015-07-23 15:41:56,47249
2015-07-23 19:41:57,47357
2015-07-23 23:41:59,47285
2015-07-24 03:41:57,46169
2015-07-24 07:41:57,48144
2015-07-24 11:41:57,47654
2015-07-24 15:41:57,46961
2015-07-24 19:41:52,47045
2015-07-24 23:41:57,46918
2015-07-25 03:41:57,46202
2015-07-25 07:41:57,48014
2015-07-25 11:41:58,47063
2015-07-25 15:41:56,46169
2015-07-25 19:41:58,46578
2015-07-25 23:41:57,46477
2015-07-26 03:41:57,46028
2015-07-26 07:41:59,47595
2015-07-26 11:41:57,46951
2015-07-26 15:41:57,46442
2015-07-26 19:41:57,47542
2015-07-26 23:41:58,46433
2015-07-27 03:41:58,46409
2015-07-27 07:41:58,47908
2015-07-27 11:41:59,48069
2015-07-27 15:41:57,46967
2015-07-27 19:41:57,46226
2015-07-27 23:41:53,46510
2015-07-28 03:41:57,45759
2015-07-28 07:41:58,48087
2015-07-28 11:41:57,46996
2015-07-28 15:42:01,46551
2015-07-28 19:41:57,46999
2015-07-28 23:41:57,46734
2015-07-29 16:01:59,47113
2015-07-29 20:01:58,47518
2015-07-30 00:01:56,46688
2015-07-30 04:01:57,46644
2015-07-30 08:01:57,48231
2015-07-30 12:01:50,47354
2015-07-30 16:01:57,46619
2015-07-30 20:01:58,46656
2015-07-31 00:01:58,46042
2015-07-31 04:01:56,46284
2015-07-31 08:01:57,47321
2015-07-31 12:01:57,46710
2015-07-31 16:01:57,46404
2015-07-31 20:01:57,46131
2015-08-01 00:01:57,46201
2015-08-01 04:01:57,46175
2015-08-01 08:01:57,47516
2015-08-01 12:01:56,46635
2015-08-01 16:01:57,46390
2015-08-01 20:01:57,46384
2015-08-02 00:01:55,46086
2015-08-02 04:01:58,46379
2015-08-02 08:01:57,47211
2015-08-02 12:02:00,46824
2015-08-02 16:01:57,46637
2015-08-02 20:01:58,46949
2015-08-03 00:01:58,46044
2015-08-03 04:01:57,46094
2015-08-03 08:01:57,47944
2015-08-03 12:01:58,47101
2015-08-03 16:01:56,46617
2015-08-03 20:01:57,46313
2015-08-04 00:01:57,46552
2015-08-04 04:01:57,45988
2015-08-04 08:01:56,47923
2015-08-04 12:01:56,47950
2015-08-04 17:21:57,46779
2015-08-04 21:21:57,47791
2015-08-05 01:21:58,46444
2015-08-05 05:21:58,46842
2015-08-05 09:21:52,47658
2015-08-05 13:21:57,46909
2015-08-05 17:21:52,47723
2015-08-05 21:21:57,47205
2015-08-06 01:21:57,46833
2015-08-06 05:21:57,46909
2015-08-06 09:21:57,48509
2015-08-06 13:21:57,47474
2015-08-06 17:21:57,47524
2015-08-06 21:21:57,48540
2015-08-07 01:21:57,46851
2015-08-07 05:21:53,46778
2015-08-07 09:21:55,48752
2015-08-07 13:21:56,47871
2015-08-07 17:21:58,46589
2015-08-07 21:21:57,47531
2015-08-08 01:21:58,49806
2015-08-08 05:21:57,46178
2015-08-08 09:21:57,48519
2015-08-08 13:21:57,46833
2015-08-08 17:21:56,47044
2015-08-08 21:21:57,47230
2015-08-09 01:21:57,46330
2015-08-09 05:21:57,46928
2015-08-09 09:21:57,48530
2015-08-09 13:21:58,47734
2015-08-09 17:21:57,46844
2015-08-09 21:21:57,48841
2015-08-10 01:21:53,46306
2015-08-10 05:21:57,46794
2015-08-10 09:21:56,49262
2015-08-10 13:21:57,48005
2015-08-10 17:21:57,47400
2015-08-10 21:21:52,47183
2015-08-11 01:21:58,46321
2015-08-11 05:21:57,47181
2015-08-11 09:21:58,49352
2015-08-11 13:21:58,47489
2015-08-11 17:21:57,47531
2015-08-11 21:21:59,47790
2015-08-12 03:57:08,46792
2015-08-12 07:51:58,47999
2015-08-12 11:51:57,48613
2015-08-12 15:51:59,47033
2015-08-12 19:51:58,49404
2015-08-12 23:51:52,50919
2015-08-13 03:51:57,47610
2015-08-13 07:51:58,45159
2015-08-13 11:51:58,50402
2015-08-13 15:51:58,47858
2015-08-13 19:51:55,47453
2015-08-13 23:51:58,47589
2015-08-14 03:51:58,46648
2015-08-14 07:51:57,48064
2015-08-14 11:51:57,48738
2015-08-14 15:51:59,46637
2015-08-14 19:51:57,47294
2015-08-14 23:51:54,46563
2015-08-15 03:51:57,46324
2015-08-15 07:51:57,48053
2015-08-15 11:51:58,47112
2015-08-15 15:51:51,46552
2015-08-15 19:51:54,47339
2015-08-15 23:51:57,46867
2015-08-16 03:51:58,46921
2015-08-16 07:51:57,48207
2015-08-16 11:51:59,48056
2015-08-16 15:51:55,47010
2015-08-16 19:51:57,48398
2015-08-16 23:51:56,46658
2015-08-17 03:51:56,46330
2015-08-17 07:51:58,48552
2015-08-17 11:51:59,48470
2015-08-17 15:51:52,47005
2015-08-17 19:51:54,47252
2015-08-17 23:51:58,47042
2015-08-18 03:51:58,46523
2015-08-18 07:51:58,48278
2015-08-18 11:52:59,48395
2015-08-18 15:51:52,47245
2015-08-18 19:51:57,47395
2015-08-18 23:51:57,49249
2015-08-19 06:01:57,50008
2015-08-19 10:01:58,47600
2015-08-19 14:01:57,48188
2015-08-19 18:01:57,46720
2015-08-19 22:02:04,48216
2015-08-20 02:01:57,46950
2015-08-20 06:01:58,47307
2015-08-20 10:01:58,48775
2015-08-20 14:01:57,47623
2015-08-20 18:01:57,47633
2015-08-20 22:01:58,47771
2015-08-21 02:01:57,46865
2015-08-21 06:01:57,47587
2015-08-21 10:01:58,49014
2015-08-21 14:01:58,47489
2015-08-21 18:01:54,47427
2015-08-21 22:01:58,46975
2015-08-22 02:01:54,46715
2015-08-22 06:01:57,47682
2015-08-22 10:01:57,47954
2015-08-22 14:01:57,46990
2015-08-22 18:01:58,47371
2015-08-22 22:01:58,48004
2015-08-23 02:01:57,46754
2015-08-23 06:01:57,47287
2015-08-23 10:01:58,49035
2015-08-23 14:01:54,46770
2015-08-23 18:01:57,48131
2015-08-23 22:01:57,47771
2015-08-24 02:01:57,47032
2015-08-24 06:01:51,47363
2015-08-24 10:01:54,49161
2015-08-24 14:01:57,47686
2015-08-24 18:01:58,47901
2015-08-24 22:01:58,47714
2015-08-25 02:01:58,46364
2015-08-25 06:01:57,47669
2015-08-25 10:01:54,49207
2015-08-25 14:01:57,46805
2015-08-25 18:01:58,47873
2015-08-25 22:01:55,47472
2015-08-26 02:01:57,46906
2015-08-26 06:01:57,47635
2015-08-26 10:01:56,49048
2015-08-26 14:01:58,48774
2015-08-26 18:01:55,47512
2015-08-26 22:01:57,49556
2015-08-27 02:01:55,45729
2015-08-27 06:01:57,47666
2015-08-27 10:01:57,49700
2015-08-27 14:01:57,48407
2015-08-27 18:01:59,46252
2015-08-27 22:01:56,48857
2015-08-28 02:01:56,47045
2015-08-28 06:01:57,47165
2015-08-28 10:01:58,49257
2015-08-28 14:01:58,46912
2015-08-28 18:01:57,47194
2015-08-28 22:01:58,47438
2015-08-29 02:01:55,47013
2015-08-29 06:01:57,47515
2015-08-29 10:01:59,47954
2015-08-29 14:01:57,47541
2015-08-29 18:01:57,47244
2015-08-29 22:01:59,47863
2015-08-30 02:01:55,46704
2015-08-30 06:01:58,47356
2015-08-30 10:01:57,48826
2015-08-30 14:01:57,46466
2015-08-30 18:01:58,48088
2015-08-30 22:01:58,48021
2015-08-31 02:01:57,46864
2015-08-31 06:01:57,47498
2015-08-31 10:01:59,48727
2015-08-31 14:01:57,47115
2015-08-31 18:01:55,47133
2015-08-31 22:01:58,47172
2015-09-01 02:01:57,46996
2015-09-01 06:01:55,47949
2015-09-01 10:01:59,48498
2015-09-01 14:01:29,47530
2015-09-01 18:01:30,47991
2015-09-01 22:01:30,47335
2015-09-02 19:48:19,49118
2015-09-02 23:41:53,47400
2015-09-03 03:41:54,47105
2015-09-03 07:41:53,49567
2015-09-03 11:41:48,49091
2015-09-03 15:41:53,48184
2015-09-03 19:41:54,48027
2015-09-03 23:41:53,47833
2015-09-04 03:41:53,47442
2015-09-04 07:41:54,50636
2015-09-04 11:42:05,53792
2015-09-04 15:41:54,47681
2015-09-04 19:41:53,48196
2015-09-04 23:41:53,48701
2015-09-05 03:41:52,47822
2015-09-05 07:41:53,49396
2015-09-05 11:41:55,47849
2015-09-05 15:41:53,48096
2015-09-05 19:41:54,47540
2015-09-05 23:41:53,48145
2015-09-06 03:41:53,47727
2015-09-06 07:41:53,49060
2015-09-06 11:41:54,48552
2015-09-06 15:41:53,47828
2015-09-06 19:41:52,48859
2015-09-06 23:41:54,48780
2015-09-07 03:41:54,47206
2015-09-07 07:41:53,49341
2015-09-07 11:41:53,49926
2015-09-07 15:41:48,47845
2015-09-07 19:41:52,48986
2015-09-07 23:41:52,48882
2015-09-08 03:41:53,48277
2015-09-08 07:41:54,49449
2015-09-08 11:41:54,49544
2015-09-08 15:41:53,48982
2015-09-08 19:41:51,48611
2015-09-08 23:41:53,49405
2015-09-09 03:37:04,49039
2015-09-09 07:31:52,49951
2015-09-09 11:31:53,50288
2015-09-09 15:31:52,49133
2015-09-09 19:31:52,49788
2015-09-09 23:31:52,48645
2015-09-10 03:31:53,48519
2015-09-10 07:31:52,50530
2015-09-10 11:31:54,50614
2015-09-10 15:31:54,48567
2015-09-10 19:31:53,49799
2015-09-10 23:31:53,48815
2015-09-11 03:31:55,48675
2015-09-11 07:31:53,50706
2015-09-11 11:31:53,49723
2015-09-11 15:31:52,49206
2015-09-11 19:31:52,49176
2015-09-11 23:31:53,49066
2015-09-12 03:31:53,48878
2015-09-12 07:31:53,50757
2015-09-12 11:31:53,49338
2015-09-12 15:31:56,49090
2015-09-12 19:31:53,49341
2015-09-12 23:31:53,48897
2015-09-13 03:31:54,48608
2015-09-13 07:31:53,50546
2015-09-13 11:31:53,49404
2015-09-13 15:31:53,49133
2015-09-13 19:31:53,50127
2015-09-13 23:31:53,49912
2015-09-14 03:31:54,48950
2015-09-14 07:31:53,49458
2015-09-14 11:31:53,51804
2015-09-14 15:31:54,48933
2015-09-14 19:31:53,50019
2015-09-14 23:31:53,49249
2015-09-15 03:31:55,48372
2015-09-15 07:33:01,51434
2015-09-15 11:31:53,51993
2015-09-15 15:31:54,49295
2015-09-15 19:32:58,50261
2015-09-15 23:31:54,50262
2015-09-16 14:44:46,50249
2015-09-16 18:41:54,49796
2015-09-16 22:41:53,50192
2015-09-17 02:41:54,49644
2015-09-17 06:41:53,51070
2015-09-17 10:41:54,51544
2015-09-17 14:41:54,49949
2015-09-17 18:41:48,49811
2015-09-17 22:41:54,50758
2015-09-18 02:41:53,49208
2015-09-18 06:41:54,50701
2015-09-18 16:43:31,50803
2015-09-18 20:41:55,49734
2015-09-19 00:41:53,49806
2015-09-19 04:41:48,50464
2015-09-19 08:41:53,53246
2015-09-19 12:41:53,56485
2015-09-19 16:41:54,50067
2015-09-19 20:41:53,49818
2015-09-20 00:41:54,51942
2015-09-20 04:41:53,52117
2015-09-20 08:41:54,54102
2015-09-20 12:41:53,51183
2015-09-20 16:41:54,50367
2015-09-20 20:41:54,52554
2015-09-21 00:41:54,49236
2015-09-21 04:41:54,50461
2015-09-21 08:41:53,53835
2015-09-21 12:41:53,53674
